Name	Species	Reference	Accession	Source|Version|Database|Link
CmbHLH093	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C022222T2	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH094	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C022846T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH095	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C012081T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH096	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C012177T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH097	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C012213T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH098	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C022574T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH099	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C019226T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH100	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C019758T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH101	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C020781T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH102	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C020782T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH103	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C020892T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH104	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C021212T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH105	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C022233T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH106	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C022250T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH107	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C023299T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH108	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C026952T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH109	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C001968T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH110	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002012T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH111	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002057T2	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH112	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002089T2	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH113	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002383T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH114	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002385T2	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH115	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002507T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH116	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002522T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH117	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002608T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CmbHLH118	Curcumis melo	https://doi.org/10.3390/plants10122721	MELO3C002870T1	CM3.5.1_protein.fa|v3.5.1|Cucurbit Genomics Database|http://cucurbitgenomics.org/
CsbHLH001	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA000036.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH002	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA000421.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH003	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA000472.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH004	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA000679.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH005	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA000833.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH006	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA001205.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH007	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA001206.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH008	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA001971.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH009	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA002159.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH010	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA002304.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH011	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA002421.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH012	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA003290.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH013	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA003964.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH014	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA004704.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH015	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA004707.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH016	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA004897.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH017	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA005840.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH018	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA005852.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH019	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA006010.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH020	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA006216.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH021	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA007077.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH022	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA007917.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH023	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA008058.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH024	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA008168.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH025	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA008669.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH026	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA009138.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH027	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA009147.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH028	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA009193.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH029	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA009727.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH030	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA009785.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH031	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA010590.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH032	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA010659.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH033	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA010741.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH034	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA011054.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH035	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA011248.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH036	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA011370.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH037	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA011633.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH038	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA011884.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH039	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA012161.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH040	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA012283.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH041	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA012449.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH042	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA012998.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH043	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013004.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH044	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013107.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH045	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013248.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH046	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013512.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH047	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013610.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH048	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013745.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH049	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013839.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH050	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013874.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH051	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA013971.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH052	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA014052.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH053	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA014134.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH054	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA014288.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH055	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA014398.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH056	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA014689.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH057	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA014998.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH058	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA015506.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH059	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA015883.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH060	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA016075.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH061	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA016380.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH062	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA016807.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH063	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA016938.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH064	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA017105.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH065	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA017239.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH066	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA017243.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH067	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA017390.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH068	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA017430.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH069	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA017853.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH070	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA017934.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH071	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA018058.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH072	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA018182.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH073	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA018399.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH074	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA018698.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH075	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA018850.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH076	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA019255.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH077	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA019335.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH078	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA019380.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH079	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA021415.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH080	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA021786.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH081	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA022018.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH082	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA022030.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH083	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA022347.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH084	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA022528.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH085	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA022718.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH086	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA022746.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH087	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA023692.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH088	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA023842.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH089	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA023960.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH090	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA023997.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH091	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA024004.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH092	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA024017.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH093	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA024687.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH094	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA025381.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH095	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA025617.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH096	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA025673.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH097	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA025875.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH098	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA026346.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH099	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA026466.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
CsbHLH100	Camellia sinesis	https://doi.org/10.1038/s41598-021-90205-7	TEA027045.1	Teaplant_CSS_PEP.fas|-|Tea Plant Information Archive (TPIA)|http://tpdb.shengxin.ren/index.html
