ShortName	Species	ReferenceName	Reference	Accession	Source
BrabHLH130	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra020462	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH131	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra020691	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH132	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra020775	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH133	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra021710	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH134	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra021711	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH135	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra021933	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH136	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra022562	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH137	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra022638	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH138	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra022738	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH139	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra022753	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH140	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra022993	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH141	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra023508	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH142	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra024115	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH143	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra024404	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH144	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra024474	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH145	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra024672	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH146	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra024992	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH147	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra024993	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH148	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra024998	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH149	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra025007	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH150	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra025158	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH151	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra025226	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH152	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra025508	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH153	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra025910	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH154	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra026510	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH155	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra026967	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH156	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra027501	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH157	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra027653	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH158	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra027796	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH159	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra027958	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH160	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra028088	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH161	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra028335	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH162	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra028351	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH163	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra028357	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH164	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra028620	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH165	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra028895	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH166	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra029011	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH167	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra029088	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH168	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra029354	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH169	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra029640	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH170	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra030002	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH171	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra030063	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH172	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra030207	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH173	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra030208	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH174	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra030210	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH175	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra030459	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH176	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra031275	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH177	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra031413	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH178	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra031668	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH179	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra031700	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH180	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra031723	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH181	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra031852	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH182	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra031865	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH183	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra032111	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH184	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra032610	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH185	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra032846	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH186	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra032947	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH187	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra033273	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH188	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra033315	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH189	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra033368	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH190	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra033690	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH191	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra033950	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH192	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra034246	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH193	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra034392	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH194	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra034421	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH195	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra034587	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH196	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra034636	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH197	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra035639	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH198	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra035888	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH199	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra036071	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH200	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra036256	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH201	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra036640	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH202	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra036760	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH203	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra036801	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH204	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra036969	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH205	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037059	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH206	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037128	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH207	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037226	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH208	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037312	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH209	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037414	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH210	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037478	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH211	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037732	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH212	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037742	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH213	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra037887	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH214	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra038236	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH215	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra038332	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH216	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra038336	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH217	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra038458	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH218	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra038792	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH219	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra039279	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH220	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra039618	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH221	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra039819	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH222	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra039924	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH223	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra039926	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH224	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra039927	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH225	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra040234	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH226	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra040483	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH227	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra040671	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH228	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra040856	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH229	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra041013	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH230	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra041033	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
CgbHLH002	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g002660.2	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH003	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g034370.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH006	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	CgUng000770.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH008	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g013200.2	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH009	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg7g012190.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH010	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg9g023740.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH012	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g042050.2	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH013	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g040610.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH015	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g032930.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH016	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g043840.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH018	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g017710.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH022	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg2g040910.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH030	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg2g043260.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH031	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg7g020320.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH032	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg7g014890.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH035	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg4g021000.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH037	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg1g002590.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH039	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg9g016290.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH041	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg4g008800.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH042	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g035630.2	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH043	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg1g025450.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH044	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg1g004400.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH045	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg9g004620.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH046	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g012000.2	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH047	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g003170.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH048	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg9g022350.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH049	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg7g015600.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH050	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg5g022610.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
CgbHLH051	citrus_grandis	2020Zha	https://doi.org/10.1186%2Fs12864-020-6644-7	Cg7g002190.1	HWB.v1.0.protein.fa|v1.0|Phytozome|https://phytozome-next.jgi.doe.gov/
